,Most Negative Tweets
0,"Why does 
@elonmusk
 use fascist rules to censor free speech on Twitter? Hate Speech and Hateful Conduct are meaningless terms used to imply wrongdoing when you speak TRUTH. Free the bird Elon. Remove the rules that allow fascists to silence and punish conservative voices."
